Message,sentimen_bert,sentimen_vader
gantung kak kalo cuman hujan rintikrintik mah anggep aja rindu,negative,neutral
jadi ken hujan2an naik motor,negative,neutral
vibe hujan tuh enak bnget bang hujan bareng doi,positive,neutral
nang sii biasa kliling malam,positive,neutral
teraaabaassssss lah pokok e,positive,neutral
pertamax green bakal di pertashop min,neutral,neutral
jangan sembarang isi bahan bakar,neutral,neutral
kalo sekali kali mungkin gapapa tp kalo sering bahaya,negative,neutral
id woy kak semarang kpn nihhudah nunggu dri lama gw,negative,neutral
id premium paling cocok kak rasio komoresi motor jadul rendah,positive,neutral
coba ikut yuk nugrooho,neutral,neutral
lebih seru main multiplayer,positive,neutral
ampun dah mau nyalip posisi 10 besar aja susah bgt,negative,neutral
mupeng sama hadiah boskuh,positive,neutral
gue ikut min,neutral,neutral
100rb masingmasing buat 10 orang kak,neutral,neutral
obat gabut kalo males ngapangapain,negative,neutral
kalo mau main terus kudu tukar poin om,neutral,neutral
mode offline gak,negative,negative
bang kalo mau ikut pertamax ultimate bayar dlu ndak,neutral,neutral
mau tanya ada event pernah nukerin poin2 untuk undi jutidak kapan umum saya lihat riwayat poin saya kok ada,neutral,neutral
lebih baik cek kala biar tau sebab,neutral,neutral
min mypertamina fair kapan,neutral,positive
bocor air nyata banyak sebab,negative,neutral
mobil keringetan sihh mah,negative,neutral
gak ngerti kak punya mobil hahaha,negative,positive
kalau ada mobil mati netes gimana,negative,neutral
terimakasih informasi kak sangat manfaat,positive,neutral
kalo netes nya deras normal bang,positive,neutral
mobil gw tiap manasin sampe jalan keluar air terus dr knalpot sampe air radiator habis nyata silinder keropos,negative,neutral
motor jtidak sama kdg2 suka netes kak,positive,neutral
siap sedia jas hujan,neutral,neutral
coba kalo semua guna menang hadiah,neutral,neutral
duh poin gue sisa dikit,negative,neutral
hari akan segera tiba siasia ngumpulin poin dr agustus,neutral,neutral
undi tebar hadiah udahan,neutral,neutral
kasih tips dong biar menang kawasaki ninja,positive,neutral
izin follow kak biar tinggal up do date nya hehe,neutral,neutral
spill cara iphone kak,neutral,neutral
oke gue bakal tungguin min,negative,neutral
aja gebrak nya biar user makin neng,positive,neutral
mypertamina fair is back,neutral,positive
aku bukan gen z suka kayak gitu jutidak lho,negative,neutral
penting hati pikir adem,positive,neutral
wkwkw mana valid banget,negative,neutral
gen z duit abis buat beli kopi sama app premium doang,negative,neutral
eh iya relate banget anjiiiir,positive,neutral
ytta aja pokok,negative,neutral
klo full tank langsung otw aja perlu banyak drama,negative,neutral
gen z cerita hasil listrik,neutral,neutral
semua gantung genset,neutral,neutral
gmn lgi yeahhhh tkut diblg flexing,positive,neutral
selalu gw tunggu minpromo jumat,positive,neutral
lumayan hemat sih nih,positive,neutral
tiap jumatrela ngantri diskon pertamax,neutral,neutral
sering2 diskon gin min,neutral,neutral
gasssss lahhh full tank,positive,neutral
jumat berkah beli pertamax murah,positive,neutral
durasi promonya panjang dong min,positive,neutral
bro kuda loe dah minum pertamax mumpung diskon nih,neutral,neutral
jujurly gw milih pertamax promo,positive,neutral
semotidak kalian selalu bahagia selalu sehat selalu sukses ill always rooting for you guys,positive,negative
minimal beli brp liter biar double point,neutral,neutral
haha dulu sering banget kalau mau wekeend selalu bilang besok kasana yuk beli jajan yok,neutral,positive
ken banget sekal curug lagi musim hujan,positive,neutral
sore mau nonton teater,neutral,negative
lumayan tuh poin kalo banyak di tuker sama hadiah,positive,neutral
ada rencana huftt enak kmna kirakira,positive,neutral
mau lehaaleha aja min,negative,neutral
nah dia bikin sabtu jadi full senyum,neutral,negative
siaaap luncur spbu dekat,neutral,neutral
kerja min,positive,neutral
malam minggu nya hujan leha2 min,negative,neutral
motor nya losper,neutral,neutral
punya gue empuk lanjaay jaya,positive,neutral
gimana mau servis shok gw gada bengkel shok,negative,neutral
thx info bromax,neutral,positive
kalo shockbreaker depan keras cara ngatasinnya gmna,negative,neutral
bener sih kalo parkir motor pake setandar 1 bikin sok kurang enak,negative,positive
gapernh ganti oli shock 2023,neutral,negative
gue 5th baru ganti oli shock karna sllu rembes,negative,negative
cweyg penting bensin bsa jalan,negative,neutral
motor ane wlpn bawa pp jemput sayur tetep aman,neutral,neutral
kapan umum mypertamina tebar hadiah 2024 periode 4,neutral,neutral
id saya cek ada,neutral,neutral
kasih nyala abangkuh,neutral,neutral
lagi kalo bayar pake auto double untung hhh,positive,neutral
tim pertamax hadirrr,positive,neutral
blazer 22 efi pertamax,neutral,neutral
si mbak jadi ngisi bensin cuman nanya2 aja tuh,neutral,neutral
pertamax paket lengkap pokoke,positive,neutral
tinggal sesuai aja sama isi dompet p,neutral,neutral
siapa sini suka senyum sumringah pas isi pertamax,positive,neutral
kalo poin mau cepet banyak gitu isi bbm mana min,negative,neutral
ken bisa lindung bagai macam ancam utama tgl tua serang,neutral,neutral
mau cari tidak rewel gak,positive,neutral
brangbrang kalo punya soal motor bebek suka main ujan2an,negative,neutral
bukan anak motor jadi punya nama panggil spesial hahaa,neutral,neutral
artrieon sang legenda,neutral,neutral
jubir jupiter biru,neutral,neutral
si jet darat mi banh,neutral,neutral
r tree aja simpel kak,positive,neutral
rexxy si cantik imooeeett,positive,neutral
bela beat lamacarbu,negative,neutral
the real sahabat pertamina blazer bro,neutral,neutral
tugas nya tidak ramah beda sama swasta murah senyum sapa salam,negative,neutral
id iya males antri pertalite beda nya jutidak tipis hartidak nya pertamax sama pertalite biar mesin makin jos,negative,neutral
lha baru tau gue kak ckckck,negative,neutral
klo bayar pake voucher bbm,neutral,neutral
i like monday,positive,positive
topup in aku saldo bang buat isi bensin,neutral,neutral
lapor kak tambah bayar via dana,neutral,neutral
klo adain promo buy brp liter gitu terus bonus 1 liter,neutral,positive
tim isi pertamax tiap hari jumat,neutral,neutral
mas mau nanya misal pertalite ny msh agk bnyk trs campur pertamax aman g mas,neutral,neutral
gua rasain klw pake pertamax jauh lebih enak tenaga,positive,neutral
sipzzz langsung isi bensin,neutral,neutral
klo kompresi 1101 mending pake apa bang,positive,neutral
ah masa sih bang,negative,neutral
entah knp tiap isi turbo suka liatin org2,positive,neutral
owww trail blazzer nyata bensin,neutral,neutral
100 valid tari lebih jozzzz,negative,neutral
penting dompet aman,positive,neutral
gue pake pertamax turbo lebih awet cepet abis yang jelasin,positive,neutral
dapat poin banyak,positive,neutral
always go enggak tuhhh,negative,neutral
healing ya enak,positive,neutral
gue turbo cuman minggu sekali lebih pertamax biasa,negative,neutral
ngegas jadi lebih enteng responsif,positive,neutral
bandung ada,negative,neutral
gak sabar nunggu hadir palembang,positive,neutral
aman buat jangka panjang ya,negative,neutral
cocok buat motor sih testinya dong sudah coba,negative,neutral
berapa poin kalo isi pertamax green,neutral,neutral
gue konsisten pakai pertamax oli tetap yamalube mesin tetap halus,positive,neutral
hoooo sini ada min,negative,neutral
pake pertamax green enak om,positive,neutral
ane kasih nilai 910 soal semua spbu,neutral,neutral
aku jutidak mawww,negative,neutral
cukup poin duhhh,negative,neutral
ken voucher kfc,neutral,neutral
kamu mau spaghetti beb,negative,neutral
nanggung kak aku nunggu grand prize,negative,positive
eh poin mypertamina kamu banyak kan ryzes tuker aja,neutral,neutral
besok deh aku tukerin drpd poin hangus hehehe,negative,neutral
cara dapetin poin gimana,neutral,neutral
tukar poin kak,neutral,neutral
wow mantap minsay,positive,positive
ken libur thailand belum tiket tiket gratis dong min,neutral,positive
punya jadwal kak mending maraton nonton anime,negative,neutral
kalo beli pertamax enak perlu bawa barcode,positive,neutral
bensin motor gue full terus kalo abis gaji doang,negative,neutral
isi bensin 50k cukup buat pp 8 hari,neutral,neutral
gak saran motor matic,negative,neutral
stay safe aja guyz jan asal gaspoll,neutral,positive
yg penting selalu hati hati utama daerah rawan banjirrr,positive,neutral
hayuukk kak jalan mimin isiin bensin,positive,neutral
jalan aja nih sambil kuliner huufff,positive,neutral
orang liat enak jalanjalan terus itu gue jalan biar lupa main lagi biar enggak sepi tempat mana lagi yang aku kunjung biar tenang,positive,neutral
kerja kerja kerja ada waktu buat healing,negative,neutral
banyak poin,positive,neutral
sudah ikut tidak pernah menang tuh,negative,neutral
hadiah kalo tukar jadi saldo enggak sih,negative,neutral
kalo punya poin samsek mending skip gausah ikut,neutral,neutral
voucher bbm nominal berapa,neutral,neutral
gampang gampang susah kak hehehe,positive,neutral
enak banget kalo menang voucher,positive,neutral
games satu bikin candu,positive,neutral
khusus guna mypertamina aja kayak,neutral,neutral
bisa ikut enggak,neutral,neutral
sekeluartidak ikut semua malah suka main bareng,positive,neutral
jogja kapan pertamax green,neutral,neutral
ayooo kak sedia pertamax green 95 kota bandung mau pakai bahan bakar oktan 95 spbu pertamina aja min,neutral,neutral
id terima kasih minn,neutral,neutral
otewe langsung luncur,negative,neutral
terima kasih info,positive,neutral
ehhh kak beneran,positive,neutral
nunggu besok aja sekali biar double poin heheee,neutral,neutral
magerrrr akh luar hujan deras min,positive,neutral
cuman sampe jam 8 malamaja y,negative,neutral
duhh di manfaat baik mungkin,negative,neutral
tetep poin kan,neutral,neutral
min kalo pertashop gitu tetep potong hartidak,negative,neutral
terus jangan lupa isi pertamax biar enak tari,positive,neutral
klo misal macet trus jalan nya pelan apa hrus dgantung apa dlepas kopling nya,neutral,neutral
gak laku truk,negative,neutral
gak nyangka nyata gue lakuin bener semua,positive,neutral
sedikit ilmu kendara susah serasa berat tanjak padahal gas udah tinggi suara mesin dengung tanda kampas kopling ganti,negative,neutral
turut beban sama jalan paling ngaruh min,negative,neutral
kalo rasa mulai kurang mending langsung service,negative,neutral
nice info kak say,positive,positive
valid memang benar tipsnya,positive,neutral
cara biar awet dan tahan lamamatikan mesinparkirkan garansisegel mobilkunci garansipergi jalan kaki,neutral,neutral
nyetel playlist dangdut koplo speaker,neutral,neutral
loh weekend aja asa cepet ya,negative,neutral
ngisi full tank abis siapsiap ngedate bareng doi malam,positive,neutral
rebah hari paling weeenak,positive,neutral
ngilangin beban pikir lari angkat beban weekend self reward,negative,positive
planning weekend bnyk banget tp syulittt laksana huhuuuu,negative,neutral
healing berang teman modal nekat pakek google maps doang gk bisa lupa,negative,neutral
paling ditunggutunggu buat isi bensin,positive,neutral
weekend tetep kerja cung,positive,neutral
tukar poin buat voucher partners min,neutral,neutral
bazar pertamina kali ada apa belum ceki2 nih,neutral,neutral
bwt hadiah win grand prize nya apa,neutral,positive
triple poin ada,positive,neutral
periode kapan icibozz,neutral,neutral
poin sisa sedikit udah dipake sama flash sale,negative,neutral
jadi ken download aplikasi,neutral,neutral
gak pake repot,positive,neutral
yeay pesta poin mypertamina hadir,neutral,neutral
apa ngisinya fast track beuh paket komplit,positive,neutral
eh enak bayar pake mypertamina,positive,neutral
tambah promo2 spesial,positive,neutral
asa jadi sultan agung de ningrat,neutral,neutral
tydack lagi lawan,negative,neutral
tingkat pdan tingkat,neutral,neutral
mimin mypertamina fair smpe kapan,positive,positive
gue pernah di posisi,neutral,neutral
mesin sehat awat auto happy full,neutral,positive
kalo pakek my pertamina agak lama mending cash lebih cepet,positive,neutral
duh jadi bingung mending tuker apa flash sale,negative,neutral
ken tiket libur aja gak,negative,neutral
saya coba,positive,neutral
ngtidak cukup poin,negative,neutral
lebih butuh diskon kopi kalo cuaca dingin gin,positive,neutral
ryzes sabi lah tuker poin,neutral,neutral
restoran nya ada tempat gw ckckck,positive,neutral
done tukar kak,neutral,neutral
voucher kfc ga,neutral,neutral
pagi dong anter anak sekolah,negative,neutral
wfh kalo gue kak jadi nentu hehehe,neutral,neutral
normal aja kak orangorang umum,negative,neutral
bakar lebih bersih sempurna,positive,neutral
ron 92 lebih irit ron 95 ramah lingkung ron 98 khusus yang mau performa optimal,neutral,positive
all new nmax 2021 155 cc cocok bbm nya pakai apa,neutral,neutral
paling neng pake ngantri panjang jalur fast track,negative,neutral
poin jutidak lebih banyak boss,negative,neutral
yang kaya gue si kalau hari senin tuh rsanya hari paling males,negative,neutral
start jam 6 buat jemput yayang boleh telat detik,neutral,neutral
semangat semangat semantidak att,negative,neutral
monday dont be sad guys,negative,positive
jam 3 dini hari sudah stay stasiun buat balik kost nasib cari rejeki kota orang,neutral,neutral
biar harihari makin tambah semangat mesti isi full dulu,positive,neutral
promo mirip2 sama jumat ya,negative,neutral
kualitas pertamax ya,negative,neutral
kualitas pertamax sulfur nya ya,negative,neutral
saran kalo motore support pake standar aja,negative,positive
no turbo no go heheeeee,negative,negative
gasss terus pokok bang,positive,neutral
biasa pake turbo pas mau mudik rumah ortu medan lumayan terjal curam,positive,neutral
cari temen dlu,negative,neutral
id cek jadi grup daihatsu facebooksegera investigas,neutral,neutral
id segera investigasi adakan live instagram perihal sulfur y jadi bengkel resmi daihatsu mobil lain,neutral,neutral
id kami dmkami dindesaspbu pertaminay swasta ada,neutral,neutral
id di dm,neutral,neutral
rame berita pertamax ijin mampir gan,neutral,neutral
jawab dulu yang fuel pump rusak begimana tuh hasil,negative,neutral
liat lambe turah kak fuel pump rusak akibat pertamax betul tidak,negative,neutral
ekspresi user fast track pas ngisi bensin,neutral,neutral
enak buat ajak jalanjalan,positive,neutral
besok bakal pilkada spbu tutup ya,neutral,neutral
bagus mana pertamax sama pertamax turbo,positive,neutral
bener sih kalo ngisi bensin mending malamaja pada siang,negative,neutral
cuzz tukerin aja drpd poin amsyong,negative,neutral
usaha jalan2 pokok minimal isi bahan bakar dlu,neutral,neutral
cara biar poin banyak gimana sih,negative,neutral
coba min,neutral,neutral
izin share grup keluarga,neutral,positive
kak poin bakal reset tiap tahun kan,neutral,neutral
msi sepi gays,negative,neutral
kak bensin udah mulai sekaraaaaaaattt,negative,neutral
true kak pertamax buat sih kerak jutidak,negative,positive
yakin coba kamu liat filter bensin kamu pake solar busuk gk,negative,neutral
id teliti riset kandung sulfur 400ppm bener mana,negative,neutral
hayo loh mimingak usut tuntassiap ikut lamar jadi qc produksi ah,negative,neutral
min besok promo spesial ga,neutral,neutral
satu user brp kali tukar,neutral,neutral
loe mau tuker,neutral,neutral
skip dulu kak ngejar mypertamina fair,neutral,positive
sipzz langsung tukerin,positive,neutral
isi full tank pas weekend kemarin kak,neutral,neutral
sederhana nggak semua orang,negative,neutral
cemong soal mau cuci gimana nama pakai juang cari rezeki bakal kotor lg,negative,neutral
nyari spbu bisa pake mypertamina susaah banyak eror alat,negative,neutral
kerak iler kali,negative,neutral
aku nk ddi tumpang mabuktp nk pas nyopir ora,neutral,neutral
ac plus stella jeruk,positive,neutral
sering banget jadi,positive,neutral
kak kapan triple poin,neutral,neutral
gue lebih demen naek motor mobil heheh,neutral,neutral
nice tipsnya om,positive,positive
gw kalo naik mobilbis suka mabuk kalo naik kereta kok engtidak,negative,neutral
kl mobil rusak pertamax gk tuntut ganti untung kendara yang rusak,negative,neutral
nah jadi bikin fomo eh mobil rental mimin aman semua jd bingung kalau mobil oom aman ga,negative,negative
kasi tau vice presiden miminnya,neutral,neutral
mas kalo sampean punya kuasa hukum kalas hotman,neutral,neutral
kesini jutidak banyak banget video ttg pertamax mana baru kemarin ngisi pertamax,negative,neutral
alhamdulillah aman pertamax selalu cuma khawatir kalo sampe bikin rusak,positive,neutral
mana statement pertanggungbeneran kasus pertamax bro diam2 aj kayak tabiat pres plangaplongo,negative,neutral
serius dapat voucher bbm 100k,neutral,neutral
bisa ikut ya,neutral,neutral
cara main gimana tuh bosque,neutral,neutral
susah susah gampang bilang susah enggak bilang gampang jutidak enggak,negative,neutral
mending poin buat flash sale aj,neutral,neutral
pernah ikut sekali enggak lanjutin,neutral,neutral
min kalo ac netes nya deras normal gak,negative,neutral
punya gue mentok urut 20 pernah masuk 10 besar wkwk,negative,neutral
takut bgtt kalau sampe jadi gt,negative,positive
main bareng sahabat gak,negative,neutral
pake wifi biar koneksi lancar,positive,neutral
klo sy biasa mending tidur aja lama jalan,negative,neutral
service rutin,negative,neutral
talenta ganteng minta ignya min,neutral,neutral
klo temen sy baru aja makan jam 4 sore eh jam 6 malamsudah makan,neutral,negative
kerja capek hari emang paling pas jalanjalan sih kak say,positive,neutral
pertamax green sedia garut om,neutral,neutral
cek hartidak pertamax green liter kak,neutral,neutral
klo gue lebih neng pulang belakang kak hehehe,negative,neutral
hahaha selalu tepat waktu inti ngapain jutidak lamalama yakan,positive,positive
eh ini beneran lhoo,negative,neutral
laku si bangeiini mah ckckck,positive,neutral
beda kalo sama tadi ngobrol bareng terus tibatiba di kang bakso,neutral,neutral
pake bayar tentu gak,negative,neutral
klo isi bensin pas promoan gin tetep poin,neutral,neutral
promo akhir tahun keluarin aja semua,neutral,neutral
nyata garagara pantesan tadi isi bensin lebih hemat,negative,neutral
nanggung mending isi besok aja,negative,neutral
terima kasih banyak mimin sering2 aja kasih diskon,positive,neutral
minimal isi berapa liter,neutral,neutral
klo pake mypertamina terus bayar cash dpt potong harga min,neutral,neutral
khusus p jawa,neutral,neutral
id knp tuhh banyak kasus nunggu langgan pindah,negative,neutral
apa kualitas id jangan langgan alih guna,negative,neutral
id pake,neutral,neutral
min klarifikasi pertamax lagi rame diem bae,neutral,neutral
min motor ampe turun mesin loh tanggung jawab nih masa pertamax rasa pertalite,negative,neutral
id lupa kak spbu cibinong kalo ke puncak foto,neutral,neutral
kabar pertamax sedang baik2,positive,neutral
id berapa kandung sulfur pertamax apakah pertamax bbm standar euro 4,neutral,neutral
berapa kandung sulfur pertamax id apakah pertamax standart euro 3 euro 4 tingkat nilai kandung sulfur milik,neutral,neutral
mimin usut soal pertama 92 bikin banyak kendara masyarakat gancur,negative,neutral
min coba dipanggi pihak id,neutral,neutral
id mana hasil uji lab nya posting donk,neutral,neutral
id cari internet banyak sebut kandung sulfur pertamax angka 400ppm guna pertamax masih dapat kerak carbon di piston motor ini makin kuat bbm pertamax standar euro 2,neutral,neutral
id tadi bilang 130ppm sekarang 400ppm,neutral,neutral
ogah posting om mau ghosting,negative,neutral
halo min gimna tanggap isi bensin pertmax kata masalah masalah sya guna pertamax jadi takut,negative,neutral
hayo klarifikasi usut jutidak oknum rugi,positive,neutral
pertamax apa ni kak dari awal beli mtr pake pertamax,neutral,neutral
udah paling bener isi super bang pom bensin aman pom nya pernah isu kait bahan bakar,positive,positive
pk pertamaxmau pindah shell ajacocoknya mana min,neutral,neutral
klo siang2 mending gausah lah panas polll,positive,neutral
mau ikut mau ikut,neutral,neutral
dah lama night ride,positive,neutral
tp aku gk punya montor,neutral,neutral
beli pertalite boleh beli pertamax bikin rusak mobil tanggung jawab pertamina mana,neutral,neutral
bensin 4 kotak jadi 1 kotak bakal pulang kalo bensin abis,neutral,neutral
ojol kamu asik bang,positive,neutral
penting bensin udah fulltank,negative,neutral
mutermuter tuju emang asyik cuy,positive,neutral
pokok kamu coba apa2 sendiri nonton cafe tmpat wisata sendrii bener2 aapa coba deh tau rasa apa,positive,neutral
min mobil rusak isi bensin pertamax call centernya ya,neutral,neutral
punya warna moonlight blue mas,neutral,neutral
pen banget warna millenium jade tp bokek hahaha,negative,positive
gue lebih suka warna bawa pabrik,positive,neutral
min motor jadi enak mesin semenjak pakai pertamax pake motor scoopy malah jadi rusak mesin niat hati pake bensin mahal biar mesin bagus eh mahal2 ngerusak mesin gimana sih apa ganti aja saing vivo kata lebih bagus,negative,neutral
stnk putih bingung mo ripent warna apa bosen putih soal kalo lenceng takut ketilang,negative,neutral
pertamax series kalo dipake terus terus apa aman buat mesin kak,negative,neutral
guna pertamax cemas ayo beri rasa nyaman buat konsumen segera reaksi min,positive,neutral
sukak banget kalo motor modif gin,negative,neutral
c masalah nya udah ngedip bang shell nya jauh eh sekali isi malah turun mesin,negative,neutral
nah mending isi goceng aja kalo memang urgent bangen penting sampai pom shell soal gua jutidak ngerasain pertamax udah laen tari nya jadi yang mungkin mending fokus shell,negative,positive
id itu viral filter rusak gata gatau pake pertama apa ada klasifikasi nya,negative,neutral
c emg langgan shell sih dulu buat ajar aja sekarang mah semotidak pertamina baik kualitas ajar shell soal layan bersih,positive,neutral
aman nih pertamax nya jadi takut banyak kasus banget spbu perintah,negative,neutral
gocek adminya broo wkwk,negative,neutral
nah seru mobil rental mimin aman semua pake pertamax jadi fomo merk ama tipe apa kata rame,positive,negative
lucu banget sampe ini keluarin statement apa harus pr kalian kerja,negative,neutral
lokasi dmn mas isi nya,neutral,neutral
ganti shell lebih bagus bang,positive,neutral
ken kendara lebih bagus pake pertamax takut gara2 berita dar,positive,neutral
sya pakai pertamax mobil was was klu terjdi apa2 mobil sya gara2 bnyak viral pompa bensin masalah tlong segera evaluasi hasil publish scara buka spy konsumen jdi lebih tenang,negative,neutral
c knapa musti tutup shell dikalimantan aja gaada buka udah mau tutup bae malas kali pake pertatot jebol fuelpump sma injectorku buka lh banyak banyak cabang gausah tutup,negative,neutral
mana mau ganti rugi mo kaya sendiri aku jutidak kena fuelpump injector jebol,negative,neutral
penting kerja sesuai sop,positive,neutral
kalau pertamax 92 kayak e jelek bro motor brebet parah pas servis kotor parah mulai filter sampe trotle nya padahal habis rutin bersihin mesin semua suruh bengkel pake turbo dulu meski beda kompresi nya,negative,neutral
mending gausah anehaneh deh di stop in sama pakpol,negative,negative
id matane bukan kara nominal oktan gede2an di jual bersihhh aoekwowko,neutral,neutral
min kualitas produk ikan jauh lebih baik lagiterutama layan spbu ramah karyawan spbu nyawaktu beli pertamax brebet beret di motor sayapas ganti si kuning lagi normalapakah solusi,positive,neutral
id min,positive,neutral
punya temen gw bgus banget kak gatau apa nama,negative,neutral
beli pertamax besok motor langsung mati,neutral,neutral
benerin kualitas bensin nya dong miris ron 92 kotor,negative,neutral
btw poin kan banyak transfer poin ke sama user,negative,neutral
id oke tetap beli pertamax tp kalo nyata rusa memang bbmnya pertamina mau tanggung jawab,negative,neutral
siii buat doi biar makin klepekklepek,positive,neutral
ahay tau aja gue butuhin,negative,neutral
cukup poin euy,positive,neutral
punya imagination red kan,negative,neutral
woaaahhh terima kasih mimin baik hati tidak sombong,positive,neutral
grand prize udah umum kak,neutral,positive
btw kan akhir tahun ap poin bakal 0,neutral,neutral
min guna pertamax jadi takut mau make berita ada sekarang klarifikasi detail dong kalo emang jenis mobil nya di publikasi bukti jangan cuma ngomong aja bantu jawab resah,negative,neutral
request ada tukar poin buat alat mancing wkwkwk,neutral,neutral
skip dulu min,neutral,neutral
mau voucher libur,neutral,neutral
emang iya beli pertamax gratis lumpur buat lulur min,neutral,positive
mamasssku cinta kenan11 poin banyak gak,positive,neutral
cuzz luncur tukar poin sekarang,neutral,neutral
oke ngadu kesini paksa pake pertamax 4 bulan lalu males pake barcode pertalite just in case jadi bisa ngadu kesini thx,negative,positive
id gin nih kalo gaji karyawan kerja pake boot chat gpt,neutral,neutral
id asli boot,negative,neutral
id kalo cuma jawab kayak pihak mobil jutidak jawab begini kak tunjukkin bukti lah terus data mobil kena biar semua percaya jangan buat waswas begini,negative,neutral
id bukti banyak kasus rusa tuh min,negative,neutral
maaf minjad was2 nih pake pertamax kata masalah,negative,neutral
id boong mulu,negative,neutral
serius nie dulu 12 tahun pake pertamax ngtidak masalah koq sekarang efek motor mati mati sendat sendatapa bener sekarang pake pertamax ngtidak bagus dulu,negative,neutral
jadi akhir tahun mau libur nih,neutral,neutral
paling penting turut bawa kamera biar abadi bareng orng sayang,positive,neutral
harus pake kredit mandiri,neutral,neutral
promo buat bca dong min,positive,neutral
id humas pertamina bikin klarifikasi resmi deh jangan cuman ngomong kolom komen gin,neutral,neutral
id soal kasus pertamax miiiiin,neutral,neutral
kamu boot kali,negative,neutral
wkwkkw oooo kalik,positive,neutral
akun privat aja sok,negative,positive
mending jatidak keti urus urus masing2,neutral,neutral
jalan2 lengkap rasa isi full tank dlu,positive,neutral
senggol sering wacana ngajak jalanjalan tidak pernah laksana,negative,neutral
mantul kasih promo banyak deh kalo,positive,neutral
klo buat grab gojek kah,neutral,neutral
tukar poin buat alat golf hihihi,neutral,neutral
bom download aplikasi,neutral,neutral
kak mimin baik hati tidak sombong izin mypertamina fair bakal sampai kapan,positive,positive
makin besar cc makin boros bensin mitos or fakta,negative,neutral
cuzz lah pokok langsung tuker aja,negative,neutral
teman tiap jalan,neutral,neutral
no turbo no goo,negative,negative
bayar pake mypertamina biar makin istimewa,neutral,neutral
mesin jadi lebih gacor ang,positive,neutral
klo mau performa maksimal lebih baik pake turbo,positive,neutral
apa pertamax turbo bersih mesin,neutral,neutral
kali mesin bagus kasih minum baik,positive,neutral
tinggi kak punya cukup kasih pertamax 92 aja,neutral,neutral
udah lama ngegym,negative,neutral
sayang tempat ada tempat gue,positive,neutral
tidak kirim poin buat temen sama guna mypertamina,negative,neutral
nikmatin inti,positive,neutral
kapan tibatiba duit gepok,negative,neutral
huaaaaah iyaaa mana benanti akhir tahun,negative,neutral
kalo tukar terus langsung dipake apa bakal expired,negative,neutral
paling nyesek tibatiba tinggal nikah,negative,neutral
kurang sedikit poin om,negative,neutral
ken dapat double point tiap ngisi bensin,neutral,neutral
cuaca lagi karuan menjatidak sehat penting banget,negative,neutral
butuh berapa poin buat nukerin voucher member,neutral,neutral
klo promo hari jumat apa ada kak,neutral,neutral
saaaa aeee siii mimin jangan lupa banyak untuk diskon yaw,positive,neutral
wajar sih kalo ngerasa lama soal ditunggu2in terus,negative,neutral
klo gue lebih nunggu tanggal gaji wkwk,negative,neutral
mau voucher pizza ga,negative,neutral
lebih tarik sama voucher diskon shopping,positive,neutral
kan cuma beda hari doang kak v,negative,neutral
nikmat mana yang kau dusta d,negative,neutral
salah satu alesan gw pake mypertamina karena,positive,neutral
hati si,positive,neutral
baik perlu tahu,negative,neutral
rumah aja luar hujan deras min,neutral,neutral
mau nagih hutang hhhhhh,negative,neutral
woii widianto cepet tukar poin kauuu,neutral,neutral
beuhhh mantapzz bangettt,positive,neutral
tuker lebih sekali,negative,neutral
mau tanya kalo dah tukerin voucher nya gimana cara pakai,neutral,neutral
baru balek gawe boro2 mikirin jalanjalan ckckck,negative,neutral
jalur trans jl daendels kapan pertamax green 95 min,neutral,neutral
ayo lah brebes ada nih pertamax green,neutral,neutral
aku 2x isi fullteng vario gen 2 pke pertamax green warna ungu lari,neutral,neutral
cbr 250rr siap minum pertamax green,positive,neutral
mau ngegym bareng,neutral,neutral
kalo tukar terus langsung dipake apa bakal expiredp,negative,neutral
cuman buat satu orang aja,negative,neutral
yey aku dapeeet,positive,neutral
trimakasih kak informasi nya,positive,neutral
nih tuker buat malmingan,negative,neutral
asa jadi sultan dada d,neutral,neutral
a filtrasi nya bagus shell,positive,neutral
enak tauuu sattt seettt pake antri panjang,positive,neutral
bisaa poin tukar jadi hadiah,neutral,neutral
kok sih pake pertamax hmm,negative,neutral
iya soal langgan nih bos,neutral,neutral
padahal mesin jadi lebih sehatt,negative,neutral
cek pertamax green ada semarang blm,neutral,neutral
next time aja,negative,neutral
gak pernah ditukar2 poin sampe numpuk wkwkwk,negative,neutral
ngejar tshirt,negative,neutral
plis banget mah kak ada promoan triple poin,positive,neutral
uu iii a uuu ii aaa i,positive,neutral
stock nya batas ini,neutral,neutral
biar cepet dpt poin gmana ka cara,neutral,neutral
gw mau nuker tp cukup,neutral,neutral
baru mulai ngumpulin poin kak,neutral,neutral
kom suka turbo,positive,neutral
tukar voucher belanja dong,positive,neutral
mending voucher panther aja gue mah,negative,neutral
gak yang tarik flash sale nya,negative,neutral
doain gue vespa om,positive,neutral
poin habis buat grand prize motor wkwk,negative,positive
charity slalu jadi pilih,negative,positive
mimin kalo isi pertamax turbo berapa poin,negative,neutral
flash sale produk2nya apa bakal ubah tiap jam,neutral,neutral
spesial bidding bakal apa aja kirakira,neutral,neutral
id neng isi shelll wkwkkw,negative,neutral
laku kapan min,negative,neutral
buat semua user pertamina kan,neutral,neutral
yuhuuuuu kemas spesial gojo,positive,neutral
okee makasih info min,neutral,neutral
jutidak diskon,negative,neutral
